UserID,Name,Gender,DOB,Interests,City,Occupation,Budget,Age,Age Range,Cluster,Cluster_tag,SubCluster,SubCluster_Description
39332,Brian Pegg,Male,1961/12/27,"'Photography', 'Pets', 'Cooking', 'DIY and crafts', 'Health and wellness'",Manchester,Project Manager,6149,64,56-65,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
48588,Ricardo Daniel,Male,1974/12/24,"'History', 'Books', 'Gardening', 'DIY and crafts'",Preston,Construction Worker,2408,51,46-55,5,History & Gardening,5.2,"Avg Age: 57.6, Avg Budget: 3697.9"
83595,Charles Sherman,Female,1970/11/21,'Politics',Manchester,Sales Associate,3494,55,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
41488,Sean Weal,Female,1980/11/5,"'Cooking', 'Sports', 'Outdoor activities', 'Fashion', 'Health and wellness'",Liverpool,Waiter,2992,45,46-55,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
39628,Mark Christman,Female,1957/12/3,"'Fashion', 'Education and learning'",Manchester,Marketing Specialist,4978,68,66+,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
87895,Mary White,Female,1968/1/20,'Fashion',Preston,Teacher,4272,57,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
26304,Gail Vaughan,Male,1967/10/12,'Politics',Manchester,Electrician,3273,58,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
67404,Dennis George,Female,1978/11/8,"'Beauty', 'Business and entrepreneurship'",Preston,Taxi Driver,2597,47,46-55,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
98085,Michael Powell,Male,1977/5/16,"'Social causes and activism', 'Health and wellness'",Preston,Event Coordinator,4258,48,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
95602,Ronald Nichols,Female,1980/3/21,"'Cooking', 'Fitness', 'Politics', 'Gardening', 'Music'",Manchester,Human Resources Coordinator,5906,45,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
5020,Paul Robinson,Male,1960/7/24,'Fitness',Liverpool,Business Consultant,8596,65,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
5224,Fredrick Guard,Female,1995/3/29,"'Fitness', 'Finance and investments', 'Books'",Stockport,Accountant,4974,30,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
15781,James Hopper,Male,1972/12/28,"'Science', 'Nature', 'Pets'",Bolton,Sales Associate,3661,53,46-55,6,Nature & Music,6.1,"Avg Age: 60.0, Avg Budget: 3992.8"
45557,James Kanahele,Male,1955/6/1,'Music',Manchester,Delivery Driver,3419,70,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
12897,Glenn Brown,Female,1966/4/3,'Movies',Bolton,Technical Writer,3643,59,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
34305,Henry Smith,Male,1987/4/3,"'Art', 'Travel'",Manchester,Accountant,5803,38,36-45,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
93323,Lorenzo Pirtle,Male,1978/7/18,'Politics',Preston,Technical Writer,4957,47,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
5325,Scott Fields,Male,1979/11/2,"'Beauty', 'Sports'",Manchester,Cleaner,2916,46,46-55,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
52926,Sondra Uribe,Male,1997/5/31,"'Cooking', 'Art'",Stockport,Procurement Specialist,4953,28,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
62865,Danny Matthews,Female,1969/9/2,"'Nature', 'Sports'",Stockport,Data Analyst,5817,56,56-65,6,Nature & Music,6.3,"Avg Age: 42.3, Avg Budget: 6376.3"
8019,Michael Infante,Female,1974/3/11,"'Education and learning', 'Food and dining'",Liverpool,IT technician,3479,51,46-55,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
82945,Robert Barrick,Female,1957/5/12,'Gaming',Liverpool,Sales Executive,3863,68,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
90377,Lan Cartwright,Female,1957/4/16,"'Travel', 'Photography'",Liverpool,Public Relations Specialist,5022,68,66+,7,Travel & Movies,7.4,"Avg Age: 60.2, Avg Budget: 6508.0"
41721,Frank Kirk,Female,1970/9/6,"'Parenting and family', 'Technology'",Liverpool,Chef,3882,55,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
867,Christine Mansfield,Male,1971/5/20,"'Fashion', 'Travel'",Liverpool,Sales Executive,4422,54,46-55,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
98444,Bridgette Mastroianni,Female,1987/11/7,"'Fashion', 'Art', 'Gaming', 'Cars and automobiles'",Liverpool,Market Research Analyst,5391,38,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
83040,Newton Smith,Male,1962/7/22,"'Parenting and family', 'Photography', 'Sports', 'Finance and investments', 'Cars and automobiles'",Bolton,Delivery Driver,3461,63,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
13925,Kim Cavender,Male,1997/10/27,'Food and dining',Preston,Waiter,2067,28,26-35,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
79893,Matthew Harness,Female,1988/4/29,'Fitness',Manchester,Teacher,4737,37,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
31184,Danny Gibbons,Male,1970/7/28,"'Technology', 'Finance and investments', 'Fashion', 'Fashion'",Liverpool,Barista,2137,55,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
13800,Walter Freeney,Female,1976/6/3,"'History', 'Social causes and activism', 'Pets', 'Parenting and family'",Preston,Project Manager,6755,49,46-55,5,History & Gardening,5.3,"Avg Age: 55.0, Avg Budget: 6758.3"
40989,Mae Johnson,Female,1993/5/19,"'Art', 'Pets'",Manchester,Procurement Specialist,4112,32,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
66734,James Henderson,Female,1998/6/10,'Finance and investments',Preston,Project Manager,8316,27,26-35,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
78331,Sandra Mcmilliam,Male,1991/10/5,"'Fashion', 'Politics', 'Cars and automobiles'",Stockport,HR Manager,4710,34,26-35,1,Fashion & Cooking,1.1,"Avg Age: 32.7, Avg Budget: 3565.0"
24379,Leann Perez,Female,1959/8/28,"'Movies', 'Beauty', 'Parenting and family', 'Music', 'Cars and automobiles'",Liverpool,Business Consultant,7966,66,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
23415,Jon Newman,Male,1990/2/14,"'Gardening', 'History', 'Outdoor activities', 'Parenting and family', 'Education and learning'",Bolton,Office Administrator,3147,35,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
97560,Julie King,Female,1985/6/17,"'Pets', 'Politics', 'Science', 'Movies', 'Sports'",Preston,Corporate Trainer,6421,40,36-45,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
22993,Theodore Nagy,Female,1973/1/18,"'Pets', 'Food and dining', 'Beauty', 'Social causes and activism', 'Science'",Preston,Electrician,2949,52,46-55,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
3232,Sheila Arteaga,Female,1955/7/14,"'Pets', 'Sports'",Preston,Barista,2651,70,66+,3,Pets & Food and dining,3.3,"Avg Age: 58.9, Avg Budget: 3927.2"
41996,Chris Pinto,Male,1991/12/24,'Cars and automobiles',Bolton,Technical Writer,3715,34,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
49188,Krista Cooper,Male,1965/8/30,'Education and learning',Liverpool,Cleaner,2230,60,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
22515,Ronald Mcsweeney,Male,1964/4/3,"'Science', 'Movies', 'Technology', 'Parenting and family'",Preston,Public Relations Specialist,6710,61,56-65,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
21326,Shirley Stovall,Male,1981/5/21,"'Sports', 'Beauty'",Liverpool,Accountant,3667,44,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
86234,Richard Hickey,Male,1974/6/2,"'Pets', 'Art'",Liverpool,IT technician,5766,51,46-55,4,Art & Sports,4.2,"Avg Age: 53.1, Avg Budget: 6977.6"
88127,James Storie,Male,1971/7/21,"'Art', 'Fashion', 'Gardening'",Stockport,Procurement Specialist,6293,54,46-55,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
29824,Wilma Rhoads,Female,1974/9/23,'Art',Preston,Financial Analyst,7029,51,46-55,4,Art & Sports,4.2,"Avg Age: 53.1, Avg Budget: 6977.6"
92485,Amanda Buchanan,Female,1998/8/8,"'Cooking', 'Technology', 'Parenting and family', 'Food and dining'",Preston,Accountant,6221,27,26-35,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
68425,Jeffery Mcadams,Female,1998/12/1,"'Gaming', 'Technology'",Stockport,Accountant,3738,27,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
64484,David Moreno,Male,1977/4/26,"'Politics', 'Science'",Preston,Financial Analyst,6135,48,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
51020,Frank Ross,Female,2002/5/30,"'History', 'Photography', 'Sports', 'Fitness', 'Politics'",Stockport,Human Resources Coordinator,3782,23,18-25,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
26754,Johnny Yowell,Female,1990/8/16,"'Music', 'Sports'",Manchester,Teacher,3765,35,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
49964,Shannon Price,Male,1963/7/13,"'Pets', 'Fashion', 'Business and entrepreneurship'",Stockport,Sales Associate,4220,62,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
42732,Ryan Ivy,Male,1977/7/11,'Pets',Manchester,Software Engineer,5107,48,46-55,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
29057,Florence Fournier,Female,2000/1/28,'Pets',Bolton,Corporate Trainer,4612,25,26-35,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
55318,Aaron Liao,Male,1981/6/19,"'Music', 'Music', 'Technology', 'Beauty', 'Books'",Bolton,Software Engineer,6792,44,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
35497,Curtis Clements,Male,1986/12/24,"'Business and entrepreneurship', 'Beauty'",Liverpool,Human Resources Coordinator,5862,39,36-45,2,Business and entrepreneurship & Cooking,2.1,"Avg Age: 43.9, Avg Budget: 6743.3"
56338,Aaron Martin,Female,1959/1/1,'Cars and automobiles',Liverpool,Quality Assurance Analyst,6504,66,66+,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
79278,Johnny Mashburn,Female,1968/5/9,"'Movies', 'Travel', 'Fashion', 'History', 'Fitness'",Stockport,Compliance Officer,6248,57,56-65,1,Fashion & Cooking,1.2,"Avg Age: 59.2, Avg Budget: 5916.1"
5465,Angela Jimenez,Male,1954/5/25,'Politics',Stockport,Barista,2795,71,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
70156,Ann Dillon,Male,1968/2/5,"'Travel', 'Cooking', 'Sports'",Bolton,Public Relations Specialist,5397,57,56-65,7,Travel & Movies,7.4,"Avg Age: 60.2, Avg Budget: 6508.0"
70670,Henry Nance,Male,1963/7/8,"'Sports', 'Fashion', 'Cooking', 'Parenting and family', 'Gaming'",Preston,Chef,3077,62,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
56014,Troy Spaulding,Female,1981/1/4,"'Social causes and activism', 'Movies', 'Politics', 'Photography', 'Fashion'",Preston,Technical Writer,5033,44,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
12086,Merle Griffin,Female,1978/3/9,"'Fitness', 'Beauty', 'Fitness', 'Gardening', 'Music'",Preston,Electrician,2918,47,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
56819,Rogelio Mach,Male,1958/8/13,'Music',Liverpool,Waiter,3118,67,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
20001,Helen Counts,Female,1989/10/6,"'Outdoor activities', 'Nature', 'Photography', 'Science'",Preston,Delivery Driver,2539,36,36-45,6,Nature & Music,6.2,"Avg Age: 31.9, Avg Budget: 3789.6"
69067,Mary Jeffrey,Female,1954/2/26,'Cooking',Bolton,Public Relations Specialist,5050,71,66+,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
50453,Kelly Rodriguez,Male,1982/5/8,'Business and entrepreneurship',Manchester,Delivery Driver,3557,43,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
90710,William Vanblarcom,Female,1976/3/5,'Photography',Manchester,Delivery Driver,3286,49,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
52885,Robert Mulroy,Male,1995/1/4,"'Movies', 'Outdoor activities', 'Books', 'DIY and crafts'",Bolton,Construction Worker,3917,30,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
30964,Pauline Schrier,Male,1965/9/16,'Music',Liverpool,Cleaner,2937,60,56-65,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
34574,Donna Phillips,Female,1975/6/30,'Cooking',Preston,Chef,3888,50,46-55,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
15295,Louis Leslie,Male,1960/1/31,"'Finance and investments', 'Social causes and activism', 'Gaming', 'Art', 'Finance and investments'",Liverpool,Delivery Driver,2612,65,66+,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
27919,Lynn Thomas,Male,1970/6/23,'Social causes and activism',Manchester,Marketing Specialist,4732,55,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
46121,Joseph Raborn,Female,1967/4/3,"'Fashion', 'Gardening', 'Beauty'",Bolton,Construction Worker,3437,58,56-65,1,Fashion & Cooking,1.5,"Avg Age: 58.0, Avg Budget: 3560.1"
35074,Amy Lynch,Female,1967/11/29,'Technology',Liverpool,Corporate Trainer,5434,58,56-65,2,Business and entrepreneurship & Cooking,2.3,"Avg Age: 59.6, Avg Budget: 4175.7"
10551,Jerald Chin,Male,1985/9/15,"'Music', 'Music', 'Art'",Manchester,Financial Analyst,4164,40,36-45,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
91128,Cindi Ching,Male,1999/7/30,"'Outdoor activities', 'Politics', 'Parenting and family', 'History', 'Fitness'",Bolton,Human Resources Coordinator,4220,26,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
691,David Wright,Male,1991/9/16,'Outdoor activities',Preston,Office Administrator,3672,34,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
77730,Timothy Mcclendon,Female,1955/9/7,'Sports',Liverpool,Cleaner,1998,70,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
36097,Angela Sanders,Male,2000/11/27,'Health and wellness',Preston,Sales Executive,4990,25,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
65352,Fred Gordon,Female,1954/2/23,'Finance and investments',Liverpool,Procurement Specialist,5137,71,66+,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
11041,Bobby Wright,Female,1992/5/21,"'Social causes and activism', 'Education and learning', 'Music', 'Art', 'Food and dining'",Bolton,Waiter,2603,33,26-35,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
4222,Ashley Boller,Male,2004/7/13,"'Travel', 'Movies', 'Sports', 'Photography', 'Science'",Bolton,Procurement Specialist,5738,21,18-25,7,Travel & Movies,7.2,"Avg Age: 32.8, Avg Budget: 5720.0"
822,Angela Flanagan,Female,1986/10/5,"'Travel', 'Nature', 'Fitness', 'Politics'",Manchester,Procurement Specialist,4723,39,36-45,6,Nature & Music,6.2,"Avg Age: 31.9, Avg Budget: 3789.6"
38129,John Clarke,Male,1979/6/7,"'Health and wellness', 'Beauty', 'Fitness', 'Photography'",Manchester,Technical Writer,6544,46,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
89152,Alex Woodruff,Female,1997/11/13,'Food and dining',Liverpool,Chef,3876,28,26-35,3,Pets & Food and dining,3.2,"Avg Age: 31.9, Avg Budget: 4085.9"
29232,Kenneth Rojas,Female,1985/4/7,'Science',Stockport,Electrician,3539,40,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
50557,Morgan Murphy,Male,1984/2/10,"'Social causes and activism', 'Business and entrepreneurship', 'Cars and automobiles', 'Food and dining'",Manchester,Marketing Specialist,4005,41,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
33685,Charles Harms,Male,1985/9/7,"'Gardening', 'Fashion', 'Parenting and family'",Liverpool,Financial Analyst,6548,40,36-45,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
58754,Charles Brown,Male,1989/5/2,'Parenting and family',Preston,Construction Worker,4206,36,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
27023,Marietta Glaab,Male,1981/3/2,"'Food and dining', 'Business and entrepreneurship', 'DIY and crafts', 'Parenting and family', 'Gaming'",Manchester,Market Research Analyst,6177,44,36-45,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
36906,Yvonne Patterson,Female,1998/5/13,"'Music', 'Fashion', 'Movies', 'Travel'",Preston,Business Consultant,11123,27,26-35,1,Fashion & Cooking,1.3,"Avg Age: 46.4, Avg Budget: 9588.0"
271,Arthur Spangler,Male,1991/6/24,'Fashion',Stockport,Project Manager,7387,34,26-35,1,Fashion & Cooking,1.4,"Avg Age: 33.3, Avg Budget: 5915.2"
8867,Anita Lutz,Female,1997/2/11,"'History', 'Technology', 'Politics'",Manchester,Waiter,2802,28,26-35,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
15007,Mario Poirier,Female,1996/12/27,'Technology',Bolton,Financial Analyst,4385,29,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
4689,Stephanie Shelley,Female,1985/8/29,"'Pets', 'Travel', 'Finance and investments', 'Cars and automobiles'",Stockport,Construction Worker,3565,40,36-45,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
81996,Craig Williams,Male,1985/1/9,"'Fitness', 'Health and wellness', 'Science', 'Pets', 'History'",Stockport,Loan Officer,3766,40,36-45,5,History & Gardening,5.1,"Avg Age: 32.9, Avg Budget: 4371.4"
84373,Kellie Caras,Male,1965/3/13,"'Sports', 'Fashion', 'Food and dining'",Manchester,Business Consultant,10492,60,56-65,1,Fashion & Cooking,1.3,"Avg Age: 46.4, Avg Budget: 9588.0"
2515,Richard Paro,Female,1978/4/28,"'DIY and crafts', 'DIY and crafts', 'Education and learning', 'Travel'",Bolton,Barista,2523,47,46-55,7,Travel & Movies,7.1,"Avg Age: 58.8, Avg Budget: 3605.3"
36400,Julie Deno,Male,1981/9/9,"'Travel', 'Photography', 'Parenting and family'",Manchester,Compliance Officer,6834,44,36-45,7,Travel & Movies,7.2,"Avg Age: 32.8, Avg Budget: 5720.0"
38869,Dennis Newport,Female,1988/7/7,'Gardening',Bolton,Quality Assurance Analyst,5652,37,36-45,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
58245,Crystal Okwuona,Male,1974/2/25,"'Photography', 'Beauty'",Liverpool,Corporate Trainer,5823,51,46-55,0,Sports & Parenting and family,0.2,"Avg Age: 45.9, Avg Budget: 6780.6"
30410,Allison Olsen,Female,1962/12/8,"'Music', 'Business and entrepreneurship', 'DIY and crafts', 'Parenting and family', 'Travel'",Preston,Construction Worker,3843,63,56-65,7,Travel & Movies,7.1,"Avg Age: 58.8, Avg Budget: 3605.3"
54795,Terry Melillo,Female,1990/9/9,"'Business and entrepreneurship', 'Pets', 'Food and dining', 'Finance and investments'",Stockport,Marketing Specialist,5861,35,36-45,3,Pets & Food and dining,3.1,"Avg Age: 47.4, Avg Budget: 6718.3"
19264,Karen Irland,Female,1994/4/13,"'Education and learning', 'Gaming'",Bolton,Mechanic,4684,31,26-35,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
83910,Dusty Blais,Male,2004/8/27,"'Art', 'Pets'",Liverpool,Sales Associate,3435,21,18-25,4,Art & Sports,4.1,"Avg Age: 31.0, Avg Budget: 4577.4"
26974,Charles Sudduth,Male,1999/4/10,"'Fitness', 'Books', 'Finance and investments'",Stockport,Cleaner,2281,26,26-35,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
7130,Terry Kellison,Female,1990/7/9,"'Parenting and family', 'Sports', 'Fitness'",Bolton,IT technician,3830,35,36-45,0,Sports & Parenting and family,0.3,"Avg Age: 32.9, Avg Budget: 4042.3"
7145,Janelle Miranda,Female,2001/10/4,"'Books', 'Fitness', 'Cars and automobiles', 'Travel', 'Gaming'",Liverpool,Taxi Driver,2161,24,18-25,7,Travel & Movies,7.3,"Avg Age: 33.3, Avg Budget: 3372.9"
45466,Arthur Stevenson,Male,1972/10/13,"'Fitness', 'Finance and investments'",Liverpool,Chef,4804,53,46-55,0,Sports & Parenting and family,0.1,"Avg Age: 60.0, Avg Budget: 4020.0"
1967,Arnold Barrett,Female,1976/3/20,"'Cooking', 'Movies', 'Art', 'Photography', 'Gardening'",Bolton,IT technician,4151,49,46-55,4,Art & Sports,4.3,"Avg Age: 56.9, Avg Budget: 3703.1"
15153,Sandra Sargent,Female,1986/10/9,"'Books', 'Cooking', 'Gardening'",Preston,Office Administrator,3387,39,36-45,2,Business and entrepreneurship & Cooking,2.2,"Avg Age: 32.7, Avg Budget: 3932.0"
